admission_option_id,subject_group_code
eaf1af46-96be-5af5-8e6e-93547339f9ee,C02
eaf1af46-96be-5af5-8e6e-93547339f9ee,D07
eaf1af46-96be-5af5-8e6e-93547339f9ee,X02
16debb01-58e4-5ab0-b16e-42caa727b5cd,K00
e996da08-d2ef-5694-b89e-acd373e14d5f,A00
e996da08-d2ef-5694-b89e-acd373e14d5f,B00
e996da08-d2ef-5694-b89e-acd373e14d5f,B03
e996da08-d2ef-5694-b89e-acd373e14d5f,C01
e996da08-d2ef-5694-b89e-acd373e14d5f,C02
e996da08-d2ef-5694-b89e-acd373e14d5f,D07
e996da08-d2ef-5694-b89e-acd373e14d5f,X02
30bfd9aa-7585-58d9-ab30-967e675ef276,K00
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,A00
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,B00
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,B03
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,C01
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,C02
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,D07
bd3d235f-ad0d-507d-bd7f-2a6a40b54544,X02
b1531f7a-dfeb-5b6e-90ff-d8c129b99760,K00
c7585398-337c-528c-9ad0-57be3f3126af,A00
c7585398-337c-528c-9ad0-57be3f3126af,A01
c7585398-337c-528c-9ad0-57be3f3126af,B03
c7585398-337c-528c-9ad0-57be3f3126af,C01
c7585398-337c-528c-9ad0-57be3f3126af,C02
c7585398-337c-528c-9ad0-57be3f3126af,X02
7ccedb6e-a42e-58da-8a04-8625d19a77d7,K00
f7f63867-6ea2-5f2c-a588-1a077cacff11,A00
f7f63867-6ea2-5f2c-a588-1a077cacff11,B00
f7f63867-6ea2-5f2c-a588-1a077cacff11,B03
f7f63867-6ea2-5f2c-a588-1a077cacff11,C01
f7f63867-6ea2-5f2c-a588-1a077cacff11,C02
f7f63867-6ea2-5f2c-a588-1a077cacff11,D07
f7f63867-6ea2-5f2c-a588-1a077cacff11,X02
0e516370-46b5-5ff2-8db9-2c9c1157995a,K00
774c319b-eb7c-52f4-a0c7-cf718fe54c64,A00
774c319b-eb7c-52f4-a0c7-cf718fe54c64,B00
774c319b-eb7c-52f4-a0c7-cf718fe54c64,B03
774c319b-eb7c-52f4-a0c7-cf718fe54c64,C01
774c319b-eb7c-52f4-a0c7-cf718fe54c64,C02
774c319b-eb7c-52f4-a0c7-cf718fe54c64,D07
774c319b-eb7c-52f4-a0c7-cf718fe54c64,X02
69bb121c-e3f7-5e00-8b2b-7341a70e7763,K00
803c1424-7de6-5f74-8557-4a35e9e03f11,A00
803c1424-7de6-5f74-8557-4a35e9e03f11,A01
803c1424-7de6-5f74-8557-4a35e9e03f11,B03
803c1424-7de6-5f74-8557-4a35e9e03f11,C01
803c1424-7de6-5f74-8557-4a35e9e03f11,C02
803c1424-7de6-5f74-8557-4a35e9e03f11,D01
803c1424-7de6-5f74-8557-4a35e9e03f11,X02
90f639db-21c6-510c-868b-d5799a592cae,K00
e6603586-8758-5f80-8295-787697515a88,A00
e6603586-8758-5f80-8295-787697515a88,A01
e6603586-8758-5f80-8295-787697515a88,B03
e6603586-8758-5f80-8295-787697515a88,C01
e6603586-8758-5f80-8295-787697515a88,C02
e6603586-8758-5f80-8295-787697515a88,D01
e6603586-8758-5f80-8295-787697515a88,X02
27b71b7a-9a7e-5869-911d-7bd8179a0d2d,K00
09f4bc38-562a-569c-bea9-2b18bfe950a8,A00
09f4bc38-562a-569c-bea9-2b18bfe950a8,A01
09f4bc38-562a-569c-bea9-2b18bfe950a8,B03
09f4bc38-562a-569c-bea9-2b18bfe950a8,C01
09f4bc38-562a-569c-bea9-2b18bfe950a8,C02
09f4bc38-562a-569c-bea9-2b18bfe950a8,D01
09f4bc38-562a-569c-bea9-2b18bfe950a8,X02
b93ab071-4304-57da-aa59-38c19612bfce,K00
553c9631-dd76-5e9c-92f7-cb4c38108ccb,A00
553c9631-dd76-5e9c-92f7-cb4c38108ccb,A01
553c9631-dd76-5e9c-92f7-cb4c38108ccb,B03
553c9631-dd76-5e9c-92f7-cb4c38108ccb,C01
553c9631-dd76-5e9c-92f7-cb4c38108ccb,C02
553c9631-dd76-5e9c-92f7-cb4c38108ccb,X02
1dfdda60-a57f-57f3-b3dc-802d3eb75d51,K00
403771ba-11fb-5063-b755-17ba57b45652,A00
403771ba-11fb-5063-b755-17ba57b45652,A01
403771ba-11fb-5063-b755-17ba57b45652,B03
403771ba-11fb-5063-b755-17ba57b45652,C01
403771ba-11fb-5063-b755-17ba57b45652,C02
403771ba-11fb-5063-b755-17ba57b45652,X02
af20efd3-91fe-528f-b1da-661e54022550,K00
cd86460c-c4c5-5496-9d88-25457cfecd1b,A00
cd86460c-c4c5-5496-9d88-25457cfecd1b,A01
cd86460c-c4c5-5496-9d88-25457cfecd1b,B03
cd86460c-c4c5-5496-9d88-25457cfecd1b,C01
cd86460c-c4c5-5496-9d88-25457cfecd1b,C02
cd86460c-c4c5-5496-9d88-25457cfecd1b,D29
cd86460c-c4c5-5496-9d88-25457cfecd1b,X02
70819505-a200-549a-a50e-b82937401cdb,K00
73053983-6339-556d-a894-886372b91fb3,A00
73053983-6339-556d-a894-886372b91fb3,A01
73053983-6339-556d-a894-886372b91fb3,B03
73053983-6339-556d-a894-886372b91fb3,C01
73053983-6339-556d-a894-886372b91fb3,C02
73053983-6339-556d-a894-886372b91fb3,X02
87cfda28-7609-5e52-b9d6-bfa76113b615,K00
cc38370e-2104-564e-a3f3-f55ccff50148,A00
cc38370e-2104-564e-a3f3-f55ccff50148,A01
cc38370e-2104-564e-a3f3-f55ccff50148,B03
cc38370e-2104-564e-a3f3-f55ccff50148,C01
cc38370e-2104-564e-a3f3-f55ccff50148,C02
cc38370e-2104-564e-a3f3-f55ccff50148,X02
45df12c4-adb3-5bb8-98cc-f7c1960559a0,K00
65c2e29a-6032-570d-b9e4-6e73bceddef1,A01
65c2e29a-6032-570d-b9e4-6e73bceddef1,B03
65c2e29a-6032-570d-b9e4-6e73bceddef1,C01
65c2e29a-6032-570d-b9e4-6e73bceddef1,C02
65c2e29a-6032-570d-b9e4-6e73bceddef1,D01
65c2e29a-6032-570d-b9e4-6e73bceddef1,D07
65c2e29a-6032-570d-b9e4-6e73bceddef1,X02
a7d23f94-dead-5405-babe-f138b53066b7,K00
c5775047-6428-54ec-94fd-09e6d7ce3367,A01
c5775047-6428-54ec-94fd-09e6d7ce3367,B03
c5775047-6428-54ec-94fd-09e6d7ce3367,C01
c5775047-6428-54ec-94fd-09e6d7ce3367,C02
c5775047-6428-54ec-94fd-09e6d7ce3367,D01
c5775047-6428-54ec-94fd-09e6d7ce3367,D07
c5775047-6428-54ec-94fd-09e6d7ce3367,X02
25a2d583-d469-587f-a122-b4636d995cd0,K00
caa13d60-b7a5-5140-a476-9939445bc1e7,A01
caa13d60-b7a5-5140-a476-9939445bc1e7,B03
caa13d60-b7a5-5140-a476-9939445bc1e7,C01
caa13d60-b7a5-5140-a476-9939445bc1e7,C02
caa13d60-b7a5-5140-a476-9939445bc1e7,D01
caa13d60-b7a5-5140-a476-9939445bc1e7,D07
caa13d60-b7a5-5140-a476-9939445bc1e7,X02
df0e26a9-0545-53d3-9ed4-ea250d727e5a,K00
ff70d4ec-dd13-5eab-8992-7dee521b7862,A00
ff70d4ec-dd13-5eab-8992-7dee521b7862,A01
ff70d4ec-dd13-5eab-8992-7dee521b7862,B03
ff70d4ec-dd13-5eab-8992-7dee521b7862,C01
ff70d4ec-dd13-5eab-8992-7dee521b7862,C02
ff70d4ec-dd13-5eab-8992-7dee521b7862,D01
ff70d4ec-dd13-5eab-8992-7dee521b7862,X02
7d41da0f-a4f8-5018-a0f6-82ae4fce14b8,K00
88863dad-cb1e-5700-aef6-46a5be4801b2,A00
88863dad-cb1e-5700-aef6-46a5be4801b2,A01
88863dad-cb1e-5700-aef6-46a5be4801b2,B03
88863dad-cb1e-5700-aef6-46a5be4801b2,C01
88863dad-cb1e-5700-aef6-46a5be4801b2,C02
88863dad-cb1e-5700-aef6-46a5be4801b2,D01
88863dad-cb1e-5700-aef6-46a5be4801b2,X02
d11ccdae-31f6-5adb-b514-f5f77898bec0,K00
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,A00
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,A01
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,B03
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,C01
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,C02
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,D01
fbf4c6fb-ec83-5af7-889c-b27bec70eb67,X02
ab9c6fa9-9ae3-5f07-8d4d-48c34d2da82b,K00
11beb1b0-0edd-52cf-a637-93ad61695533,A00
11beb1b0-0edd-52cf-a637-93ad61695533,A01
11beb1b0-0edd-52cf-a637-93ad61695533,B03
11beb1b0-0edd-52cf-a637-93ad61695533,C01
11beb1b0-0edd-52cf-a637-93ad61695533,C02
11beb1b0-0edd-52cf-a637-93ad61695533,D01
11beb1b0-0edd-52cf-a637-93ad61695533,X02
09003039-75ce-5598-a9fc-e183295bf8b3,K00
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,A00
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,A01
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,B03
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,C01
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,C02
3c94ab1c-96f6-5b5f-87bf-dacbd6a18d01,X02
0cd733b0-0133-5e1b-9d76-4bd49bb6c22e,K00
5364eeec-9e69-5150-9844-b87733ebbed2,A00
5364eeec-9e69-5150-9844-b87733ebbed2,A01
5364eeec-9e69-5150-9844-b87733ebbed2,B03
5364eeec-9e69-5150-9844-b87733ebbed2,C01
5364eeec-9e69-5150-9844-b87733ebbed2,C02
5364eeec-9e69-5150-9844-b87733ebbed2,X02
6f9b4ffe-a65c-51fc-a1f3-9741ec22922b,K00
1c34f9ea-58c8-5608-adc6-c317b4d3b201,A00
1c34f9ea-58c8-5608-adc6-c317b4d3b201,A01
1c34f9ea-58c8-5608-adc6-c317b4d3b201,B03
1c34f9ea-58c8-5608-adc6-c317b4d3b201,C01
1c34f9ea-58c8-5608-adc6-c317b4d3b201,C02
1c34f9ea-58c8-5608-adc6-c317b4d3b201,X02
64e86cca-b28e-565e-a77d-53fdbe49ffbd,K00
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,A00
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,A01
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,B03
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,C01
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,C02
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,D28
37e2cfc4-2c2d-5a16-bd3c-a505c6f14398,X02
3eb1d112-4411-50bf-80d6-c7a6e2a6ed70,K00
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,A00
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,A01
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,B03
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,C01
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,C02
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,D26
d738a9d9-3a05-5bb3-bebf-75bd4de643e7,X02
075f32d8-4832-5bc4-9e6d-06ad8eaae3dd,K00
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,A00
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,A01
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,B03
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,C01
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,C02
6a15a07d-be5b-5955-bc01-c7f17b1e9cd8,X02
d81ae545-b2a1-5efa-905d-51ab6146a00f,K00
34f249aa-68c4-58dd-a1b8-63e703357625,A00
34f249aa-68c4-58dd-a1b8-63e703357625,A01
34f249aa-68c4-58dd-a1b8-63e703357625,B00
34f249aa-68c4-58dd-a1b8-63e703357625,B03
34f249aa-68c4-58dd-a1b8-63e703357625,C01
34f249aa-68c4-58dd-a1b8-63e703357625,C02
34f249aa-68c4-58dd-a1b8-63e703357625,X02
a9273d9f-5ca4-56cf-a74e-de1b6dc22764,K00
e7bb1777-0766-57cc-97c3-19a7aa5624c5,A00
e7bb1777-0766-57cc-97c3-19a7aa5624c5,B00
e7bb1777-0766-57cc-97c3-19a7aa5624c5,B03
e7bb1777-0766-57cc-97c3-19a7aa5624c5,C01
e7bb1777-0766-57cc-97c3-19a7aa5624c5,C02
e7bb1777-0766-57cc-97c3-19a7aa5624c5,D07
e7bb1777-0766-57cc-97c3-19a7aa5624c5,X02
edfdce9b-c2a5-514c-9142-e6db21631e1e,K00
08e9c35d-a4d5-550a-8b62-e2dd5822993c,A00
08e9c35d-a4d5-550a-8b62-e2dd5822993c,B00
08e9c35d-a4d5-550a-8b62-e2dd5822993c,B03
08e9c35d-a4d5-550a-8b62-e2dd5822993c,C01
08e9c35d-a4d5-550a-8b62-e2dd5822993c,C02
08e9c35d-a4d5-550a-8b62-e2dd5822993c,D07
08e9c35d-a4d5-550a-8b62-e2dd5822993c,X02
f1e127ce-57ab-59f6-ad31-e7791c34fb11,K00
bbc6c6b3-09fb-5e0b-a7eb-17e087abe03e,B03
bbc6c6b3-09fb-5e0b-a7eb-17e087abe03e,C01
bbc6c6b3-09fb-5e0b-a7eb-17e087abe03e,C02
bbc6c6b3-09fb-5e0b-a7eb-17e087abe03e,D01
bbc6c6b3-09fb-5e0b-a7eb-17e087abe03e,X02
34ea43a3-ad59-5411-914b-a67d677da858,K00
a37c647a-fd2f-50b6-924c-c5b4878cedd7,B03
a37c647a-fd2f-50b6-924c-c5b4878cedd7,C01
a37c647a-fd2f-50b6-924c-c5b4878cedd7,C02
a37c647a-fd2f-50b6-924c-c5b4878cedd7,D01
a37c647a-fd2f-50b6-924c-c5b4878cedd7,X02
9d32bb95-acf1-571e-b80d-fff89ed3b428,K00
188b940c-7f83-57b0-9c5d-924db08239d7,B03
188b940c-7f83-57b0-9c5d-924db08239d7,C01
188b940c-7f83-57b0-9c5d-924db08239d7,C02
188b940c-7f83-57b0-9c5d-924db08239d7,D01
188b940c-7f83-57b0-9c5d-924db08239d7,D04
188b940c-7f83-57b0-9c5d-924db08239d7,X02
0d64ea8a-3ab1-5b35-9be3-2f50e4f55c97,K00
eef216b5-b14f-5114-9232-5b27531cf64a,B03
eef216b5-b14f-5114-9232-5b27531cf64a,C01
eef216b5-b14f-5114-9232-5b27531cf64a,C02
eef216b5-b14f-5114-9232-5b27531cf64a,D01
eef216b5-b14f-5114-9232-5b27531cf64a,X02
19bb346a-8951-57d8-bcd5-e064da0a23f8,K00
0e55bacc-1a1c-58ce-8841-a22d26442505,A00
0e55bacc-1a1c-58ce-8841-a22d26442505,A01
0e55bacc-1a1c-58ce-8841-a22d26442505,B03
0e55bacc-1a1c-58ce-8841-a22d26442505,C01
0e55bacc-1a1c-58ce-8841-a22d26442505,C02
0e55bacc-1a1c-58ce-8841-a22d26442505,X02
87ca2d62-81fe-5832-a633-8ea5f71de829,K00
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,A00
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,A01
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,B03
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,C01
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,C02
e1483abd-c9ba-5bfc-8eaa-2690eb7316d5,X02
c44a7ca7-11af-5a09-ae49-138db9a2668e,K00
be46598c-2491-5289-b5a6-6c3b321c0573,A00
be46598c-2491-5289-b5a6-6c3b321c0573,A01
be46598c-2491-5289-b5a6-6c3b321c0573,B03
be46598c-2491-5289-b5a6-6c3b321c0573,C01
be46598c-2491-5289-b5a6-6c3b321c0573,C02
be46598c-2491-5289-b5a6-6c3b321c0573,X02
3c7a9c22-583f-5380-8ecf-45bd2be6323b,K00
63ef575b-bfb4-5085-a210-1a582c0cc9a5,A00
63ef575b-bfb4-5085-a210-1a582c0cc9a5,A01
63ef575b-bfb4-5085-a210-1a582c0cc9a5,B03
63ef575b-bfb4-5085-a210-1a582c0cc9a5,C01
63ef575b-bfb4-5085-a210-1a582c0cc9a5,C02
63ef575b-bfb4-5085-a210-1a582c0cc9a5,D28
63ef575b-bfb4-5085-a210-1a582c0cc9a5,X02
3bfdf93e-4314-54fe-a176-daf84110d4e6,K00
8f6b6790-6b29-5428-9333-eb7ff9556e99,A00
8f6b6790-6b29-5428-9333-eb7ff9556e99,A01
8f6b6790-6b29-5428-9333-eb7ff9556e99,B03
8f6b6790-6b29-5428-9333-eb7ff9556e99,C01
8f6b6790-6b29-5428-9333-eb7ff9556e99,C02
8f6b6790-6b29-5428-9333-eb7ff9556e99,X02
beb566f5-1e2b-5357-b035-8f6ee8d2cf8a,K00
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,A00
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,A01
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,B03
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,C01
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,C02
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,D29
2fcf6c89-9e1f-50c7-a4d4-fe7460b3b136,X02
b3cad795-2dcc-5536-b8a5-c93869cdf329,K00
202c8d34-dc44-5c8d-981a-b1ab8a750425,A00
202c8d34-dc44-5c8d-981a-b1ab8a750425,A01
202c8d34-dc44-5c8d-981a-b1ab8a750425,B03
202c8d34-dc44-5c8d-981a-b1ab8a750425,C01
202c8d34-dc44-5c8d-981a-b1ab8a750425,C02
202c8d34-dc44-5c8d-981a-b1ab8a750425,X02
4550d0f8-2131-59a7-955c-a4b531be1706,K00
7ba34214-b19e-5902-9976-ff0b357e506b,A00
7ba34214-b19e-5902-9976-ff0b357e506b,A01
7ba34214-b19e-5902-9976-ff0b357e506b,B03
7ba34214-b19e-5902-9976-ff0b357e506b,C01
7ba34214-b19e-5902-9976-ff0b357e506b,C02
7ba34214-b19e-5902-9976-ff0b357e506b,X02
c8ffddf7-8972-5134-8ad4-8cae37a0484c,K00
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,A00
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,A01
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,B03
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,C01
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,C02
9dee99e8-67e2-5b12-8e22-e3f6a9b00633,X02
0199f3e6-3ecd-50f4-aa09-4e4c7fa993d5,K00
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,A00
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,A01
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,B03
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,C01
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,C02
25b511c1-edf3-52d9-a9eb-533f03a2f9fc,X02
6ff3abe3-ec03-5d9a-9d02-3b0a53237113,K00
f37d7415-08a6-50bd-9855-3978c0ba6bf8,A00
f37d7415-08a6-50bd-9855-3978c0ba6bf8,A01
f37d7415-08a6-50bd-9855-3978c0ba6bf8,B03
f37d7415-08a6-50bd-9855-3978c0ba6bf8,C01
f37d7415-08a6-50bd-9855-3978c0ba6bf8,C02
f37d7415-08a6-50bd-9855-3978c0ba6bf8,D26
f37d7415-08a6-50bd-9855-3978c0ba6bf8,X02
073f4268-43eb-5989-bde1-a0d518f195c0,K00
0f82fd10-574c-55bb-8a06-eebc46642522,A00
0f82fd10-574c-55bb-8a06-eebc46642522,A01
0f82fd10-574c-55bb-8a06-eebc46642522,B03
0f82fd10-574c-55bb-8a06-eebc46642522,C01
0f82fd10-574c-55bb-8a06-eebc46642522,C02
0f82fd10-574c-55bb-8a06-eebc46642522,D28
0f82fd10-574c-55bb-8a06-eebc46642522,X02
917a7230-be87-58fb-87cb-76f8529bfebf,K00
a67605f1-e5c8-5a3d-825a-aef06cadba3e,A00
a67605f1-e5c8-5a3d-825a-aef06cadba3e,A01
a67605f1-e5c8-5a3d-825a-aef06cadba3e,B03
a67605f1-e5c8-5a3d-825a-aef06cadba3e,C01
a67605f1-e5c8-5a3d-825a-aef06cadba3e,C02
a67605f1-e5c8-5a3d-825a-aef06cadba3e,X02
153a6fc1-7190-5d89-8717-aef3e638face,K00
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,A00
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,A01
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,B03
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,C01
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,C02
3f82cc07-6155-52ff-b40a-8ce3c5a0283a,X02
df151963-cbd3-5c6a-8069-299c6a410038,K00
a6aaf809-90a2-5053-84c3-2b7268efbc05,A00
a6aaf809-90a2-5053-84c3-2b7268efbc05,A01
a6aaf809-90a2-5053-84c3-2b7268efbc05,B03
a6aaf809-90a2-5053-84c3-2b7268efbc05,C01
a6aaf809-90a2-5053-84c3-2b7268efbc05,C02
a6aaf809-90a2-5053-84c3-2b7268efbc05,X02
80fc1ebe-9a40-523c-be3b-355179137de8,K00
964c3da9-9172-5789-b8b0-282621da8319,A00
964c3da9-9172-5789-b8b0-282621da8319,A01
964c3da9-9172-5789-b8b0-282621da8319,B03
964c3da9-9172-5789-b8b0-282621da8319,C01
964c3da9-9172-5789-b8b0-282621da8319,C02
964c3da9-9172-5789-b8b0-282621da8319,X02
cfda8467-8f07-57a3-8c47-c73a544110e5,K00
c22449e9-ba09-51a3-964a-3fee1bfede2c,A00
c22449e9-ba09-51a3-964a-3fee1bfede2c,A01
c22449e9-ba09-51a3-964a-3fee1bfede2c,B03
c22449e9-ba09-51a3-964a-3fee1bfede2c,C01
c22449e9-ba09-51a3-964a-3fee1bfede2c,C02
c22449e9-ba09-51a3-964a-3fee1bfede2c,X02
03938412-5410-503a-82c3-97718363f0ca,K00
828cc066-319c-584c-a40d-4f94dba02ae9,A00
828cc066-319c-584c-a40d-4f94dba02ae9,A01
828cc066-319c-584c-a40d-4f94dba02ae9,B03
828cc066-319c-584c-a40d-4f94dba02ae9,C01
828cc066-319c-584c-a40d-4f94dba02ae9,C02
828cc066-319c-584c-a40d-4f94dba02ae9,D07
828cc066-319c-584c-a40d-4f94dba02ae9,X02
0d04ce57-6c49-59f4-99e8-9c2a94718591,K00
07d5ca45-720d-57ad-a020-b11259b26937,A00
07d5ca45-720d-57ad-a020-b11259b26937,A01
07d5ca45-720d-57ad-a020-b11259b26937,B03
07d5ca45-720d-57ad-a020-b11259b26937,C01
07d5ca45-720d-57ad-a020-b11259b26937,C02
07d5ca45-720d-57ad-a020-b11259b26937,D07
07d5ca45-720d-57ad-a020-b11259b26937,X02
ac5a1d07-b9d2-5014-a547-2c6831932e55,K00
ebb8e561-1092-5b7c-b3d7-05976f741ff7,A00
ebb8e561-1092-5b7c-b3d7-05976f741ff7,A01
ebb8e561-1092-5b7c-b3d7-05976f741ff7,B03
ebb8e561-1092-5b7c-b3d7-05976f741ff7,C01
ebb8e561-1092-5b7c-b3d7-05976f741ff7,C02
